"Rosie","1"
"Rosie","1"
"Rosie","1"
"Rosie","3"
"Rosie","1"
"Rosie","1"
"k","1"
"k","1"
"s","1"
"g","10"
"gh","2"
"h","1"
"j","2"
"b","1"
"b","1"
"b","1"
"b","1"
"b","1"
"","1"
"","1"
